14. The EMF generated in an alternator depends upon,(i) speed,(ii) maximum flux per pole,(iii) series turns per phase,(iv) phase spread,b,"Explanation: Eph = √2πfkwNph_, here _ = total flux per pole. "
"15. If the dimensions of all the parts of a synchronous generator and the number of field and armature turns are doubled, then the generated voltage will change by a factor of",a) 1,b) 2,c) 4,d) 8,d,"Explanation: E = √2πfrN_, _ = flux per pole = 4/pBplrdimensions are doubled _ l1 = 2l and r1 = 2r _ _1 = 4_No. of turns doubled _ N1 = 2N, fr changes only when the poles are changed _ fr1 = fr_ E1=√2πfr(2N)(4_) = 8EThe generated voltage will change by a factor of 8. "
16. A 6 pole machine is rotating at a speed of 1200rpm. This speed in mechanical rad/sec and electrical radians per second is respectively,"a) 40π, 40π/3","b) 120π, 40π","c) 20π, 60π","d) 40π, 120π",d,"Explanation: N = 1200rpm,P = 6 and f = PN/120 = 60 cycles per sec.1cycle = 360° electrical degrees = 2π electrical radiansf in electrical radians per sec = 60_2π electrical radians/sec = 120π elect radians/secspeed in mechanical radians/sec = 2/P(speed in electrical rad/sec) = 2/P(120π)=40π mechanical rad/sec. "
17.The short pitch winding for an alternator gives,(i) improved wave form of the generated EMF per phase,(ii) reduced value of self inductance of the winding,(iii) increased rating of machine,(iv) reduced tooth ripples,b,"Explanation: The effect of short pitched coil is to reduce the generated EMF, and it improves waveform of EMF generated per phase, and as the windings are placed closed to each other, copper will be saved. "
18. The DC machines are designed with flat topped flux density waves because,a) average value of brush voltage is more for a flat topped B-wave,b) average value of brush voltage is less for a flat topped B-wave,c) losses for flat topped B-wave are less,d) none of the mentioned,a,"Explanation: For the same value of peak flux density Bp, it is easy to see that average value of brush voltage could be more for a flat topped B-wave than for a sinusoidal flux density wave."
"1. For the given traction application using a dc series motor for a starting time ’t’ is applied. If this method is replaced by a series-parallel control, giving 50% time for each series and parallel. The saving in the starting energy of",a) 25%,b) zero,c) 50%,d) 75%,a,"Explanation: Initially let the energy utilized was 100% for time t.Then for 50% duration for series, energy used is 50%. For parallel operation for the same circuit, the resistance gets halved assuming the same machine. So, for 50% of the parallel operation, 25% of energy is only utilized. Hence total saving is 25%."
"2. If two series motors are identically coupled. One is running as motor while other as generator. For this combination,the iron losses and frictional losses are found identical for",a) identical speed and excitation.,b) identical speed.,c) identical rating and construction,d) None of the mentioned.,a,"Explanation: For same iron and frictional losses, same frequency should be there. For that same speed must be run."
3. Hysteresis loss in a dc machine is _____ of rate of flow of air and _____ on frequency of _____,"a) independent, dependent, magnetic reversal","b) independent, dependent, operation","c) dependent, independent, magnetic reversal",d) None of the mentioned,a,Explanation: Hysteresis loss in a dc machine is independent of rate of flow of air and depends on frequency of magnetic reversal.
4. In dc machine iron losses cause,a) heating in core,b) loss in efficiency,c) rise in temperature of ventilating air,d) all of the mentioned,a,Explanation: The iron losses cause heating of the core which causes reduction inefficiency and cooling air gets heated up.
"5. For squirrel cage and slip ring induction motor, cooling methods is efficient in",a) squirrel cage induction motor,b) slip ring induction motor,c) both of the motors,d) none of the mentioned,a,"Explanation: As the squirrel cage induction motor has more ventilation and more space as compares to slip ring induction motor, there will be more efficient ways to cool down the squirrel cage motor."
"6. If one of the phases of the supply breaks down, then the connected three phase induction motor","a) continues to run as a single phase induction motor, provided load does does not increase beyond 57.7%",b) stops operating after few seconds,c) continues to run as single phase induction motor,d) continues to run as two phase induction motor,a,Explanation: When one of the phases breaks down then the other two phases will supply the rated current but the load should be reduced to 57.7%.
"7. If one of the phases of RYB supply gets broken, then the temperature rise of the induction motor",a) remains same as before,b) reduces as compared to the normal operating temperature,c) reduces to temperature rise of corresponding single phase induction motor,d) increases,a,Explanation: The current flowing in the armature will remain same so to maintain the flux requirements of the machine.Hence the temperature rise will also remain same as the current remains same.
"8. A three phase induction motor is connected to the infinite bus operating at the normal conditions. There occurs an unbalancing in the supply, leading to",a) unequal heating losses,b) stopping of motor,c) increase in lower,d) None of the mentioned,a,"Explanation: The unbalancing in the supply phase will create an unbalanced distribution of the current in the phases, thereby unequal heating."
9. A peaky voltage supply is given to the 3 phase power transformer of the connection power system. These results into,a) reduction in iron losses,b) reduction in copper losses,c) increase in iron losses,d) reduction in noise,a,Explanation: The flux wave will be sinusoidal in nature as the emf is peaky in nature. Sine wave has least losses when compared to other wave forms.
11. The hydroelectric plants in the industry are best suited with,a) closed circuit air cooling,b) hydrogen gas,c) direct water,d) any of the mentioned.,a,"Explanation: The closed circuit is so used to reuse the air in the system , so that to save water again in the cooling system."
1. A consideration of the power losses in electrical machines is essential for which of the following reasons?,a) Operating cost,b) Temperature rise,c) Voltage drops,d) Any of the mentioned,d,"Explanation: A machine with lower efficiency has more losses, and therefore increased operating cost. Also, losses cause heating of the machine and therefore, its temperature rise. Similarly, voltage drop IR is associated with ohmic loss. "
"2. To determine the efficiency of the machine, direct load test is not advantageous because of which of the following reasons?",a) Cost of providing large inputs,b) Difficulty of dissipating the large outputs,c) Both cost of providing large inputs and difficulty in dissipating the large outputs,d) None of the mentioned,c,"Explanation: Also, a small error in the measurement of either output or input causes the same amount of error in the computed efficiency. "
3. Which of the following statements are correct regarding brush contact losses?,a) In DC machine: proportional to armature current,b) In synchronous machine: neglected,c) In induction machine: neglected,d) Any of the mentioned,d,"Explanation: There is brush contact loss at the contacts between the brushes and commutator (in DC machine) or between the brushes and slip rings (synchronous and induction machines). However, in practical, the brush contact loss is neglected for synchronous and induction machines. "
"4. In rotating electrical machines, when the armature rotates, there are continuous magnetic reversals and power required for their reversals is called _____________",a) Eddy current loss,b) Hysteresis loss,c) Resistance or ohmic losses,d) Mechanical loss,b,Explanation: Hysteresis loss is directly proportional to the number of magnetic reversals per second or the speed. 
5. The usual lamination thickness selected to minimize the eddy current loss in rotor is _____________,a) 0.1 mm to 0.2 mm,b) 0.3 mm to 0.4 mm,c) 0.4 mm to 0.5 mm,d) 0.9 mm to 0.10 mm,c,"Explanation: If lamination thickness is made less than 0.4 mm, the reduction in eddy current losses is achieved, but at the cost of additional labor charges in assembling the rotor. "
"6. In an induction motor, which of the following is correct:",a) Stator core loss < rotor core loss,b) Stator core loss = rotor core loss,c) Stator core loss > rotor core loss,d) Any of the mentioned,c,"Explanation: The rotor core loss is almost negligible because of reduced frequency of the flux reversals (equal to slip frequency, sf) in the rotor, and Pe_f2 and Ph_f. ( Pe = eddy current losses,  Ph = hysteresis losses) "
7. The pole shoes in DC and synchronous machines are laminated to reduce _____________,a) Resistance losses,b) Pulsation or pole-face losses,c) Mechanical losses,d) None of the mentioned,b,"Explanation: The pulsations in flux density wave arising from slot openings cause losses in the field iron, particularly in the pole faces. This loss occurring due to relative motion, between field poles and slotted armature, is referred to as pulsation loss. "
8. What percentage of the rated output for DC machine and synchronous machine is taken as stray load losses respectively?,a) 1% and 0.5%,b) 0.5% and 1%,c) 3% and 0.1%,d) 0.1% and 5%,a,"Explanation: Stray load losses cannot be determined accurately. In DC machine, by convention, it is taken as 1% of the rated output for rating above 150 KW. For synchronous and induction machine, it is taken as 0.5% of their rated output. "
9. Which of the given losses are directly proportional to square of speed?,a) Windage loss,b) Eddy current loss,c) Both Windage and eddy current loss,d) Hysteresis loss and brush loss,c,"Explanation: The windage loss includes the power required to circulate air through the machine and ventilating ducts, and is approximately proportional to the square of speed. Also, eddy current losses are proportional to square of speed. "
10. Consider the following statements regarding efficiency of electrical machines:,(i) efficiency should be calculated by measuring output and input,(ii) efficiency is maximum when constant losses = variable losses,(iii) electrical machines are designed to have maximum efficiency at full load,(iv) electrical machines are designed to have maximum efficiency at near about full load,b,"Explanation: The machine efficiency rises with load. but at a particular load, efficiency is maximum and beyond this load, efficiency diminishes. Also, for both motors and generators, machine efficiency is maximum when variable loss = constant loss. "
"11. The electromechanical energy conversion devices used in power systems are never operated to deliver maximum power output, because at maximum power output, _____________",a) Efficiency is less than 50%,b) Temperature of the power devices is much more than the specified allowable temperature rise,c) Half of the power input appears as losses,d) Any of the mentioned,b,"Explanation: In practice, devices are operated at a load somewhat less than rated load, at which the efficiency is maximum. "
"12. For the same rating machines, which of the following statement is correct regarding the efficiency (_)?",a) _ of low speed machine > _ of high speed machine,b) _ of low speed machine < _ of high speed machine,c) _ of low speed machine = _ of high speed machine,d) Any of the mentioned,b,"Explanation: The amount of conductor and iron materials required for a machine of given rating is inversely proportional to its speed. Also, more iron and conductor would entail more losses. "
13. No load rotational losses in electrical machine consists of _____________,a) Friction and windage losses,"b) Stator core, friction and windage losses","c) Rotor core, friction and windage losses","d) No load core, friction and windage losses",d,Explanation: The sum of friction and windage loss under no load is called no load rotational losses. 
"2. If the dimension of a single phase transformer is made sqrt(3) times less than the original structure,then what is new no load current rating of the transformer?",a) 1/sqrt(3),b) sqrt(3),c) 3,d) 1/3*sqrt(3),a,Explanation: The no load current of the transformer is directly proportional to the dimension of the transformer.
"3. For a single phase, 50 Hz transformer, if the open circuit test is conducted at 40 Hz. What is the variation in the no-load power factor of the transformer?",a) Decreases,b) Increases,c) Remains constant,d) None of the mentioned,a,"Explanation: If the frequency reduces then flux density increases, so the flux and then the magnetizing current. When magnetizing current increases power factor angle increases so the power factor decreases."
"4. The desired voltage regulation for a single phase, 50 Hz transformer is zero. Its pu ohmic drop is 4% and pu reactive drop is 4%. The required power factor angle for the operation in degrees",a) 45,b) 90,c) 30,d) 60,a,"Explanation: The power factor angle is, tan(phi)=pu resistive drop/pu reactive drop                                                 = 4/4= 1"
"5. While conducting lab experiments on DC machine loading, the students are given a machine with its rating as 100 kW maximum rating. Then",a) machine can’t be overloaded after 100 kW,b) machine can be overloaded after 100 kW,c) machine can be overloaded by 5% for a small time duration,d) machine can be overloaded by 10%,a,"Explanation: As the maximum rating is specified and operation condition are also same, it cannot be overloaded beyond the maximum."
"6. A 3-phase, five limbed shell type transformer, star connected, 200V, 50 Hz, 100 kVA will have",a) no third harmonic current in its phase but has sinusoidal flux,b) third harmonic current in its phase but has flat-topped flux,c) no third harmonic current in its phase but has flat-topped flux,d) third harmonic current in its phase but has sinusoidal flux,a,Explanation: Star connection in three phase has no closed path for the flow of the third harmonic current.
"7. For a separately excited dc machine of 25 kW, 250 V and armature resistance of 0.25 ohms, is running at 3000 rpm with supply of 255 V.",The electromagnetic power produced at the armature in kilo watts is,a) 5,b) 10,c) 0.5,a,"Explanation: The current in armature, Ia = 255-250/0.25 = 20 A             Power = Eb*Ia = 250*20 = 5000 W"
8. If two alternators A and B are operated in parallel having per unit synchronous reactance as 0.02 ohms and 0.05 ohms respectively.Then what the ratio of contributing loading of machine A to B?,a) 2.5,b) 0.4,c) 1,d) can not be operated in parallel,a,Explanation: The load shared by the alternators is inversely related to their pu reactance.
"9. A 200V, 10 hp, 4 poles, 60 Hz, Y-connected induction motor had full load slip of 5%. Then the rotor speed of the motor with respect to stator is",a) 1710 rpm,b) 1800 rpm,c) 90 rpm,d) 3510 rpm,a,"Explanation: Synchronous speed, Ns = 120*f/P = 120*60/4 = 1800 rpm             Rotor speed = (1-slip)*Ns = 0.95*1800 = 1710 rpm."
"10. Auto transformer rating is chosen so as to have best performance, when the analogous two winding transformer has",a) two voltage levels fairly close to each other,b) very high transformation ratio.,c) any voltage levels,d) step down purpose.,a,Explanation: The auto transformer is best suited with the voltage levels of same rating for a two winding transformer.
"11. In the lab, two students X and Y conducted the experiments to verify the name plate ratings of the transformer.But student X conducted the same at higher frequency. The kVA reading of student X will be",a) higher than Y’s reading,b) lower than Y’s reading,c) same as Y’s reading,d) none of the mentioned,a,Explanation: As rating is directly proportional to the frequency of operation.
"1. For the given traction application using a dc series motor for a starting time ’t’ is applied. If this method is replaced by a series-parallel control, giving 50% time for each series and parallel. The saving in the starting energy of",a) 25%,b) zero,c) 50%,d) 75%,a,"Explanation: Initially let the energy utilized was 100% for time t.Then for 50% duration for series, energy used is 50%. For parallel operation for the same circuit, the resistance gets halved assuming the same machine. So, for 50% of the parallel operation, 25% of energy is only utilized. Hence total saving is 25%."
"2. If two series motors are identically coupled. One is running as motor while other as generator. For this combination,the iron losses and frictional losses are found identical for",a) identical speed and excitation,b) identical speed,c) identical rating and construction,d) none of the mentioned,a,"Explanation: For same iron and frictional losses, same frequency should be there. For that same speed must be run. "
3. Hysteresis loss in a dc machine is _____ of rate of flow of air and _____ on frequency of _____,"a) independent, dependent, magnetic reversal","b) independent, dependent, operation","c) dependent, independent, magnetic reversal",d) none of the mentioned,a,Explanation: Hysteresis loss in a dc machine is independent of rate of flow of air and depends on frequency of magnetic reversal.
4. In dc machine iron losses cause,a) heating in core,b) loss in efficiency,c) rise in temperature of ventilating air,d) all of the mentioned,a,Explanation: The iron losses cause heating of the core which causes reduction inefficiency and cooling air gets heated up.
"5. For squirrel cage and slip ring induction motor, cooling methods is efficient in",a) squirrel cage induction motor,b) slip ring induction motor,c) both of the motors,d) none of the mentioned,a,"Explanation: As the squirrel cage induction motor has more ventilation and more space as compares to slip ring induction motor, there will be more efficient ways to cool down the squirrel cage motor."
"6. If one of the phases of the supply breaks down, then the connected three phase induction motor","a) continues to run as a single phase induction motor, provided load does does not increase beyond 57.7%",b) stops operating after few seconds,c) continues to run as single phase induction motor,d) continues to run as two phase induction motor,a,Explanation: When one of the phases breaks down then the other two phases will supply the rated current but the load should be reduced to 57.7%.
"7. If one of the phases of RYB supply gets broken, then the temperature rise of the induction motor",a) remains same as before,b) reduces as compared to the normal operating temperature,c) reduces to temperature rise of corresponding single phase induction motor,d) increases,a,"Explanation: The current flowing in the armature will remain same so to maintain the flux requirements of the machine.Hence the temperature rise will also remain same as the current remains same."
"8. A three phase induction motor is connected to the infinite bus operating at the normal conditions. There occurs an unbalancing in the supply, leading to",a) unequal heating losses,b) stopping of motor,c) increase in lower,d) none of the mentioned,a,"Explanation: The unbalancing in the supply phase will create an unbalanced distribution of the current in the phases, thereby unequal heating."
9. A peaky voltage supply is given to the 3 phase power transformer of the connection power system. These results into,a) reduction in iron losses,b) reduction in copper losses,c) increase in iron losses,d) reduction in noise,a,Explanation: The flux wave will be sinusoidal in nature as the emf is peaky in nature. Sine wave has least losses when compared to other wave forms.
11. The hydroelectric plants in the industry are best suited with,a) closed circuit air cooling,b) hydrogen gas,c) direct water,d) any of the mentioned,a,"Explanation: The closed circuit is so used to reuse the air in the system , so that to save water again in the cooling system."
1. Synchronous-induction coupled motors are required for,a) high starting torque applications,b) high pull out torque applications,c) high running torques applications,d) none of the mentioned,a,Explanation: Induction motor provides high starting torque with proper values of slip ring terminal resistance. Coupled along with the synchronous motor it acts as an independent set and be employed in high torque application.
2. Which of the following can be used for braking purposes in electric trains?,a) Induction generator,b) Induction motor,c) Dc series motor,d) Dc differentially compounded generator,a,Explanation: Induction generator runs at a speed greater than the synchronous speed. To apply in braking purposes the induction generator can be run in the opposite direction to that of the operating machine direction and stopped.
3. A synchronous motor absorbing 60 kW is connected in parallel with an continuous load of 240 kW operating at 0.8 power factor lag.What is the kVAR supplied by the synchronous motor to obtain a total power factor of 0.9 lagging?,"a) 35, leading","b) 35, lagging","c) 145, leading",d) None of the mentioned,a,"Explanation: Total power = 240 + 60 = 300 kW             cos(phi) = 0.90. Total reactive power = P*tan(phi) = 300*tan(25.8) = 180 kVAR Load kVAR = 240*tan(36.87) = 180 kVARkVAR supplied by the motor = 145-180 = -35 or k3 kVAR leading."
4. The most widely used application of ac series motor is,a) electric traction upto 1600 kW,b) paper mills,c) welding,d) none of the mentioned,d,"Explanation: Ac series motor is dc series motor connected to ac supply having an unidirectional torque, which is not very high in magnitude.It is widely applicable for small torque requirements like portable drilling machines, mixers etc."
6. _______ generator is used in arc welding purposes.,a) Differential compound dc,b) Dc series,c) Cumulative compounded dc,d) Shunt,a,Explanation: The external characteristics of the differentially compound generator have minimum voltage for the high current voltages.This is best harnessed feature for a high current requirement by the welding application.
7. The dc series generator is employed as,a) a booster to maintain constant voltage at the end of the feeder.,b) for supplying traction load,c) for battery bank charging,d) none of the mentioned,a,Explanation: Referring to the external characteristics of dc series generator shows that the terminal end voltage increases as the loading increases from no load to full load. In feeders due to variable requirements the voltage drops while transferring when loading is raised.
"8. If it asked by the customer to provide tappings on the transformer, the most efficient and economical way to provide it at",a) middle of hv winding,b) phase end of hv winding,c) neutral end of hv winding,d) middle of lv winding,a,Explanation: Tappings are provided to tap different levels of voltages at the high voltage end of the transformer.Providing it as low voltage side has no use and it is not economical.
"9. In a single phase induction regulator, the voltage boost is maximum when armature mmf and rotor mmf make an angle of",a) zero degrees,b) 45 degrees,c) 90 degrees,d) 180 degrees,a,"Explanation: To obtain a maximum of the voltage in induction regulator, the stator mmf and rotor mmf should be stationary and aligned to each other."
10. An alternator is to be used for generation purpose in an aircraft. The most suited operating frequency of the alternator should be,a) of 400 Hz to remove extra bulk,b) of 400 Hz to reduce losses,c) of 50 Hz to remove extra bulk,d) none of the mentioned,a,Explanation: The components to be used in aircrafts are made to operate at very high frequencies so that the size of the components to be used is reduced.
"11. A 3-phase synchronous alternator is connected to the infinite bus is over excited, which corresponds to",a) capacitor,b) inductor,c) variable inductor,d) any of the mentioned,a,"Explanation: As the machine is over excited, it will act as source of reactive power and it is positive.             Q=V (Ecos (delta)-V)/X."
1. Commutator is a,a) rotating segment to which brushes are attached,b) stationary segment to which rotating brushes are attached,c) rotating segment to which rotating brush segment is attached,d) any of the mentioned,a,Explanation: Commutator is a rotating segment to which brushes are attached.
2. Commutator action is analogous to _________ in analog electronics.,a) full wave rectifier,b) half wave rectifier,c) comparator,d) amplifier,a,Explanation: Commutator converts the alternating voltage induced at the armature to the unidirectional voltage at the slip rings.
3. Inductive kick is,a) reactance voltage in commutator segments,b) reactance voltage in shorted commutator segments,c) impulsive voltage in commutator segments,d) none of the mentioned,a,Explanation: Inductive kick is the name given to the reactance voltage which occurs at the commutation taking place in the commutator.It occurs due to the high circulating current during the commutation.
4. Inductive kick causes,a) sparking at the brushes of the machine,b) similar problems when neutral phase shift takes place in the armature,c) large current to flow in the equalizer rings,d) none of the mentioned,a,Explanation: Inductive kick is the name given to the reactance voltage which occurs at the commutation taking place in the commutator.It occurs due to the high circulating current during the commutation.
5. Operation of a dc machine will,a) not be affected by commutating poles,b) be affected by commutating poles,c) be affected significantly upto 30% spread of commutating poles,d) none of the mentioned,a,Explanation: Commutating poles are placed under the armature poles and it compensates only poles under these regions.
6. A 200 V dc machine working at rated speed. Voltage across the commutating terminals should ideally be,a) zero,b) 2 V,c) 1 V,d) 200 V,a,"Explanation: The commutating poles undergoing commutation should have zero voltage across it so that there is no reactive voltage induced.So it will not cause large circulating current in the winding."
"7. For a four pole, 16 slot armature with two coil-side/slot having lap connected progressive winding has single turn coils. Then number of commutator segment is",a) 16,b) 32,c) 4,d) 8,a,Explanation: Commmutator segment is equal to number of coil slots.
"8. For a four pole, 16 slot armature with two coil-side/slot having wave connected progressive winding has single turn coils. The commutator pitch for the machine should be",a) 1,b) -1,c) +1 and 1,d) none of the mentioned,a,Explanation: Commutator pitch for the wave connected progressive winding should be 1.
"9. The brushes in dc machine are normally placed electrically in interpolar region, to",a) make an angle of 90 deg. electrical,b) make an angle of 90 deg. mechanical,c) make an angle of 0 deg. electrical,d) none of the mentioned,a,"Explanation: To obtain proper commutation without any sparks, the magnetic neutral axis and geometrical neutral axis should be aligned to each other,such that coils undergoing commutation experience zero emf across them."
11. Under commutation results,a) sparking at the  trailing edge of brush,b) sparking at the  leading edge of brush,c) sparking at the  middle of brush,d) any of the mentioned,a,Explanation: Under commutation takes place when the commutation speed is slow and it takes more time than critical defined time for commutation. Because of this the trailing edge of the brush still remains under the commutation.
"12. While the operation of dc motor, there are sparkings at the commutation observed. These can be happening due to",a) under commutation,b) over commutation,c) too rapid reversal of the current,d) any of the mentioned,d,"Explanation: The over commutation, over commutation or rapid reversal of the current, any of these reasons can lead to sparking at the brushes."
1. If the speed of rotation of a separately excited dc machine is halved and the filed strength is also reduced to half of the original. Then the emf induced in the armature,a) reduces to 1/4th of original,b) reduces to half of original,c) remains same,d) doubles,a,Explanation: Emf is proportional to speed of rotation and flux.
"2. If the speed of rotation for a four pole, 220V dc machine is 1 m/s, flux density as 2T having length of bore as 0.1m and radius of 0.5m.",The emf induced under pole faces will be,a) 0.2 V,b) 0.1 V,c) 0.2*pi V,a,"Explanation: E = B*l*v               = 2*0.1*1	       = 0.2 Volts."
3. The induced emf in the armature of a 4-pole dc machine is,a) directly proportional to speed and field strength applied to it,b) directly proportional to speed,c) directly proportional to field strength applied to it,d) inversely proportional to speed and inversely proportional to field strength applied to it,a,Explanation: Emf is proportional to speed of rotation and flux.
"4. If the armature current is by mistake increased to 50% for the dc machine,",a) then the induced emf remains unchanged,b) then the induced emf doubles,c) then the induced emf halves,d) none of the mentioned,a,Explanation: Emf is proportional to speed of rotation and flux.
"5. For a four pole, 16 slot armature with two coil-side/slot having lap connected progressive winding has single turn coils. The same machine is then wave wound, the emf induced in the lap wound dc machine to that of wave wound will be",a) 2,b) 0.5,c) 1,d) 4,b,"Explanation: E=1/(P/2)              =1/(4/2) = 1/2 V."
6. A duplex lap wound armature is used in six pole dc machine with six brush set. The number of current paths in this machine is,a) 12,b) 6,c) 3,d) 2,a,"Explanation: The number of parallel paths for a lap wound machine is number of parallel paths. As it is a duplex winding, it will have 6*2 = 12 parallel paths."
"7. For a four pole, 16 slot armature with two coil-side/slot having wave connected progressive winding has single turn coils has simplex winding.",The number of current paths,a) 2,b) 6,c) 3,a,Explanation: The number of parallel path for a wave wound machine is equal to two.
"8. For a four pole, 200 V dc shunt generator having armature resistance of 1 ohms. The current flowing in the armature is 10 A. What is the back emf generated if the terminal voltage of 220 V supply is fed?",a) 230 Volts,b) 210 Volts,c) 190 Volts,d) 200 Volts,a,"Explanation: E=V+I*ra              = 220+10*1              =230 Volts."
"9. For a 4 pole 200 V, 20 A dc generator running at the rated rpm with no load will be",a) zero no load losses,b) 4000 W no load losses,c) negligible no load losses,d) none of the mentioned,a,"Explanation: As there is no load and assuming no armature resistance, the no load losses should ideally be zero."
10. Which of the following cannot reduce the terminal voltage of a dc shunt generator?,a) Commutation,b) Armature reaction,c) Armature ohmic losses,d) Any of the mentioned,a,"Explanation: Commutation ideally does not reduce the terminal voltage of a dc machine. If it takes place properly at desired timings, the losses can be avoided. Armature reaction, ohmic losses contribute to the losses in the terminal voltage."
11. The emf vs speed characteristics of a dc generator is,a) ,b) ,c) ,d) ,a,Explanation: Emf is proportional to speed of rotation.
"1. Choose the correct representation, which depict a non-zero torque in the armature.",a) ,b) ,c) ,d) any of the mentioned,a,Explanation: Torque is produced when the net force is zero and there is a couple generated. The directions must obey Lorentz’s law and vector product.
2. What is the principle of torque production in a dc machine?,a) Lorentz’s law,b) Lenz’s law,c) Faraday’s law,d) Self inductance,a,"Explanation: Though all the mentioned laws contribute towards the torque generation, but primarily its the Lorentz’s forces which initiate and define the torque direction."
3. The torque induced beyond the pole shoes in the DC machine is,a) 0,b) 2/pi *phi *i,c) 4/pi *phi *i,d) none of the mentioned,a,Explanation: The magnetic field vanishes at the pole terminals and thus the cross product with the magnetic field yields zero.
"4. The simple rotating loop between pole faces connected to a battery and resistor through a switch, the specifications of this machine are radius = 0.5m, length 1m, resistance = 0.3 ohms and magnitude strength = 0.25T is supplied with 120V. Suddenly the switch is closed at t=0, what is observed in the circuit?",a) Current will flow but zero induced EMF,b) Current will not flow and zero induced EMF,c) Current will not flow but EMF is induced,d) Current will flow and EMF will also be induced,a,Explanation: Initially the induced emf in the armature is zero. But the current will flow as there is terminal source voltage.
"5. The simple rotating loop between pole faces connected to a battery and resistor through a switch, the   specifications of this machine are radius = 0.5m, length 1m, resistance = 0.3 ohms and magnitude strength = 0.25T is supplied with 120V. What will be the magnitude of the following current at t=0+?",a) 400A,b) 200A,c) 0,d) any of the mentioned,a,"Explanation: I=(V-E)/r              =(120-0)/0.3	      =400 A."
"6. If the torque induced is zero in the dc machine, it can be said that",a) current is zero,b) flux can be zero,c) current or flux=0,d) any of the mentioned,a,Explanation: The torque at steady state of operation is zero as the emf induced is equal to the source voltage. Also the the very much starting the current will be zero which will not let the emf to get induced.
"7. The simple rotating loop between pole faces connected to a battery and resistor through a switch, the specifications of this machine are radius = 0.5m, length 1m, resistance = 0.3 ohms and magnitude strength = 0.25T is supplied with 120V. What is the steady state angular velocity at no-load?",a) 480 rad/s,b) 960 rad/s,c) 320 rad/s,d) 490 rad/s,a,"Explanation: v = V/(2*r*l*B)               = 120/(2*0.0005*1*0.25)	       = 480 rad/s."
"8. If the torque is in the direction of rotation, the DC machine acts as",a) generator,b) motor,c) amplidyne,d) any of the mentioned,a,Explanation: The electromagnetic torque generated in the dc generator is in the direction in which the prime mover is rotated.It is produced due to the action of armature current and stator field.
9. The cogging torque is absent in the permanent magnet dc machine is due to,a) non-magnetic nature of rotor,b) magnetic nature of rotor,c) absence of ac supply,d) any of the mentioned,a,Explanation: It is due to the fact that no field poles are induced in PMDC to create magnetic flux leading to harmonics.
10. DC Motor torque depends on,a) geometry,b) magnetic properties,c) any of the mentioned,d) both geometry and magnetic properties of the structure,d,Explanation: The torque will indeed depend on the geometry as well the magnetic materials used in the construction of the dc machine. Though this remains constant with the machine.
"11. For a universal motor, the rated supply current is 10A giving a rated torque of 100 N-m. If a current of 5A is applied, what will be generated torque vary to?",a) 250 N-m,b) 400 N-m,c) 500 N-m,d) 1000 N-m,b,"Explanation: The torque is proportional to the square of the current.             So the new torque will be  100*(2^2)= 400 N-m."
12. Pulsating torque frequency in universal motor,a) 2f,b) f,c) f/2,d) 4f,a,Explanation: The torque reverses its direction in the negative cycle of the ac supply and thus it always unidirectional.
13. The variation of current in the armature can be best expressed by which of the below curves?,a) ,b) ,c) ,d) An impulse signal,a,"Explanation: The emf induced is initially zero which causes a high current in the begining and slowly as the emf is build up, the current reduces to zero at steady state."
14. The velocity of the dc machine at the final state is,a) E/Bl,b) Bl/E,c) EBl,d) None of the mentioned,a,Explanation: The velocity at steady state is E/Bl.
1. The circuit depicting the equation V=Ea + I*Ra.,a) ,b) ,c) ,d) ,a,Explanation: This is a motor performance equation.
2. The circuit depicting the equation V=Ea – I*Ra.,a) ,b) ,c) ,d) None of the mentioned,a,Explanation: This is a generator performance equation.
3. If the terminal voltage of 220-V dc generator having armature resistance of 1 ohms. The induced emf produced is 200-V. The armature current for the above machine is,a) 20 A,b) -20 A,c) -10 A,d) 10 A,a,"Explanation: I = V-E/r               = 220-200/1	       =20 A."
5. The shaft power at the DC Generator is,a) sum of mechanical power and rotational losses,b) only mechanical losses,c) no-load losses and mechanical power,d) any of the mentioned,a,Explanation: The shaft power is sum of mechanical power and rotational losses.
"6. If the electromagnetic torque in a DC shunt-generator is opposite, what can be further concluded?",a) Mechanical power is absorbed by the machine,b) Mechanical power is delivered by the machine,c) Electromagnetic torque is in same direction of prime mover,d) None of the mentioned,a,"Explanation: When the electromagnetic torque is in opposite direction, it is of motoring nature."
7. The conductor EMF and current are in _____ direction and developed torque is in _____ for generating mode.,"a) same, opposite","b) same,same","c) opposite, same","d) opposite, opposite",a,Explanation: The conductor emf and current will be in same direction and the developed torque is in opposite direction for a generator.
"8. If the armature terminal voltage is more that its induced EMF, the DC machine given is",a) motoring mode,b) generating mode,c) regenerative mode,d) none of the mentioned,a,"Explanation: As the terminal voltage is lesser than armature voltage, the supply is fed to the machine and so it will be acting like a motor."
"9. Consider a 200V, 25kW, 30A DC machine lap connected with armature resistance of 0.4 ohms. If the machine is later wave wound, then the developed power is",a) 25 kW,b) 12.5 kW,c) 20 kW,d) 50 kW,a,Explanation: The power of the machine remains unaltered by the type of connections.
